reviewId,rating,comment,createdAt,isVerified,helpfulVotes,sentiment
REV00687,5,Rápida entrega y producto tal como se describe.,2025-02-03,true,163,positive
REV00688,4,"Superó mis expectativas, volveré a comprar.",2025-06-21,true,28,positive
REV00689,5,"Funciona perfecto, estoy muy contento con la compra.",2025-12-04,false,80,positive
REV00690,5,"Producto de primera calidad, muy satisfecho.",2022-04-07,true,95,positive
REV00691,5,Increíble relación calidad-precio.,2022-10-23,true,106,positive
REV00692,5,Increíble relación calidad-precio.,2024-05-23,true,45,positive
REV00693,3,Está bien para el uso cotidiano.,2025-07-10,true,21,neutral
REV00694,5,"Muy buena calidad, llegó en perfectas condiciones.",2024-03-04,true,108,positive
REV00695,4,"Excelente producto, lo recomiendo totalmente.",2020-11-09,false,119,positive
REV00696,2,"No cumplió mis expectativas, calidad regular.",2023-09-28,false,156,negative
REV00697,4,Rápida entrega y producto tal como se describe.,2020-07-03,true,207,positive
REV00698,2,"Producto defectuoso, tuve que devolverlo.",2020-04-01,true,44,negative
REV00699,2,"No cumplió mis expectativas, calidad regular.",2024-06-16,true,80,negative
REV00700,1,"No corresponde a la descripción, poca calidad.",2021-01-03,true,60,negative
REV00701,4,"Producto de primera calidad, muy satisfecho.",2020-12-26,true,104,positive
REV00702,5,"Superó mis expectativas, volveré a comprar.",2023-09-04,true,206,positive
REV00703,5,"Muy buena calidad, llegó en perfectas condiciones.",2024-01-31,false,19,positive
REV00704,4,"Funciona perfecto, estoy muy contento con la compra.",2020-12-22,true,167,positive
REV00705,4,"Muy buena calidad, llegó en perfectas condiciones.",2022-03-15,true,51,positive
REV00706,3,Está bien para el uso cotidiano.,2025-09-15,true,85,neutral
REV00707,1,Tardó demasiado en llegar y el empaque estaba dañado.,2022-05-05,true,45,negative
REV00708,5,"Superó mis expectativas, volveré a comprar.",2020-09-20,false,22,positive
REV00709,4,"Muy buena calidad, llegó en perfectas condiciones.",2025-03-03,true,206,positive
REV00710,4,"Producto de primera calidad, muy satisfecho.",2025-05-19,true,129,positive
REV00711,5,"Funciona perfecto, estoy muy contento con la compra.",2020-09-21,true,203,positive
REV00712,4,"Superó mis expectativas, volveré a comprar.",2024-11-09,true,197,positive
REV00713,5,Increíble relación calidad-precio.,2023-11-18,true,146,positive
REV00714,1,"No corresponde a la descripción, poca calidad.",2020-11-06,false,70,negative
REV00715,1,Tardó demasiado en llegar y el empaque estaba dañado.,2021-09-20,false,182,negative
REV00716,3,Está bien para el uso cotidiano.,2022-04-17,true,234,neutral
REV00717,4,"Excelente producto, lo recomiendo totalmente.",2021-02-28,true,109,positive
REV00718,5,"Funciona perfecto, estoy muy contento con la compra.",2025-10-16,true,193,positive
REV00719,4,"Excelente producto, lo recomiendo totalmente.",2021-02-05,false,205,positive
REV00720,3,Producto aceptable para el precio.,2021-01-24,true,219,neutral
REV00721,3,"Cumple su función básica, nada extraordinario.",2024-05-20,true,81,neutral
REV00722,5,"Muy buena calidad, llegó en perfectas condiciones.",2024-10-21,true,125,positive
REV00723,5,"Excelente producto, lo recomiendo totalmente.",2021-11-22,false,75,positive
REV00724,5,Increíble relación calidad-precio.,2025-09-23,false,232,positive
REV00725,5,"Excelente producto, lo recomiendo totalmente.",2021-12-10,true,194,positive
REV00726,4,Rápida entrega y producto tal como se describe.,2021-11-27,true,93,positive
REV00727,2,Tardó demasiado en llegar y el empaque estaba dañado.,2025-07-14,true,102,negative
REV00728,2,"Producto defectuoso, tuve que devolverlo.",2025-07-05,false,207,negative
REV00729,2,Tardó demasiado en llegar y el empaque estaba dañado.,2021-09-03,true,58,negative
REV00730,5,Increíble relación calidad-precio.,2021-05-18,true,187,positive
REV00731,3,"Cumple su función básica, nada extraordinario.",2022-10-09,true,110,neutral
REV00732,3,Está bien para el uso cotidiano.,2023-06-28,true,178,neutral
REV00733,5,"Excelente producto, lo recomiendo totalmente.",2020-04-24,false,64,positive
REV00734,2,Tardó demasiado en llegar y el empaque estaba dañado.,2021-01-03,true,140,negative
REV00735,3,"Cumple su función básica, nada extraordinario.",2021-06-10,true,73,neutral
REV00736,4,"Muy buena calidad, llegó en perfectas condiciones.",2022-03-08,true,33,positive
REV00737,5,"Excelente producto, lo recomiendo totalmente.",2024-11-01,false,72,positive
REV00738,5,Increíble relación calidad-precio.,2024-12-03,true,36,positive
REV00739,5,"Muy buena calidad, llegó en perfectas condiciones.",2021-07-19,true,40,positive
REV00740,5,"Muy buena calidad, llegó en perfectas condiciones.",2022-05-29,true,131,positive
REV00741,5,"Muy buena calidad, llegó en perfectas condiciones.",2021-03-02,true,87,positive
REV00742,5,Rápida entrega y producto tal como se describe.,2023-02-21,true,88,positive
REV00743,5,"Superó mis expectativas, volveré a comprar.",2023-03-05,false,23,positive
REV00744,4,"Superó mis expectativas, volveré a comprar.",2023-01-06,true,0,positive
REV00745,4,Rápida entrega y producto tal como se describe.,2020-05-17,true,176,positive
REV00746,4,"Funciona perfecto, estoy muy contento con la compra.",2021-12-24,false,63,positive
REV00747,5,"Superó mis expectativas, volveré a comprar.",2022-08-08,true,186,positive
REV00748,4,Rápida entrega y producto tal como se describe.,2023-07-31,true,192,positive
REV00749,4,Increíble relación calidad-precio.,2025-05-31,true,236,positive
REV00750,5,"Producto de primera calidad, muy satisfecho.",2021-05-10,false,82,positive
